tx_id,step,type,amount,log_amount,hour_of_day,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,frac_orig_spent,missing_dest_balance,is_dest_merchant,balance_diff_orig,balance_diff_dest,orig_balance_mismatch,dest_balance_mismatch,is_moving_out,is_moving_in
2cfe658ac087620dd8d597aea4f6e3a7,1,CASH_OUT,35063.63,10.464948209083028,1,C1635772897,C1983025922,35063.63,0.0,31140.0,7550.03,1,0.9999999999999716,0,0,35063.63,-23589.97,0,1,1,0
68df47dacad995bc265d835fba77e5c2,1,TRANSFER,25071.46,10.129525311587674,1,C669700766,C1384210339,25071.46,0.0,0.0,0.0,1,0.9999999999999601,1,0,25071.46,0.0,0,1,1,0
cef7a35f677208fe5a225fb7d37ebcad,1,CASH_OUT,25071.46,10.129525311587674,1,C1275464847,C1364913072,25071.46,0.0,9083.76,34155.22,1,0.9999999999999601,0,0,25071.46,25071.46,0,0,1,1
a8383ecad710c630fe3b091f9006b331,1,CASH_OUT,132842.64,11.796928076500397,1,C13692003,C297927961,4499.08,0.0,0.0,132842.64,1,29.52662322074079,1,0,4499.08,132842.64,1,0,1,1
9ee41904a7952ebad38ffb9895c70918,1,TRANSFER,235238.66,12.368360103240422,1,C1872047468,C116289363,235238.66,0.0,0.0,0.0,1,0.9999999999999958,1,0,235238.66,0.0,0,1,1,0
744460c65d380c716ecf86992f244c32,1,CASH_OUT,235238.66,12.368360103240422,1,C1499825229,C2100440237,235238.66,0.0,0.0,235238.66,1,0.9999999999999958,1,0,235238.66,235238.66,0,0,1,1
c4577045ff7a3bbfbbdcbde65e2e2275,2,TRANSFER,1096187.24,13.907349483567259,2,C1093223281,C2063275841,1096187.24,0.0,0.0,0.0,1,0.9999999999999991,1,0,1096187.24,0.0,0,1,1,0
f96bda19de2efa295310e4f979d62b27,2,CASH_OUT,1096187.24,13.907349483567259,2,C77163673,C644345897,1096187.24,0.0,0.0,1096187.24,1,0.9999999999999991,1,0,1096187.24,1096187.24,0,0,1,1
c8aa386abd4f8b16956ae13825227694,2,TRANSFER,963532.14,13.778362161678364,2,C1440057381,C268086000,963532.14,0.0,0.0,0.0,1,0.9999999999999989,1,0,963532.14,0.0,0,1,1,0
cf13ee49332d0e75897fc56b13d08cce,2,CASH_OUT,963532.14,13.778362161678364,2,C430329518,C991505714,963532.14,0.0,132382.57,1095914.71,1,0.9999999999999989,0,0,963532.14,963532.1399999999,0,0,1,1
9b65ec57d910b0783617630b3a428ab3,2,TRANSFER,14949.84,9.612522764531356,2,C140702728,C634210724,14949.84,0.0,0.0,0.0,1,0.999999999999933,1,0,14949.84,0.0,0,1,1,0
9ac033adaca1c7d90a14560aae96f813,2,CASH_OUT,14949.84,9.612522764531356,2,C395257482,C1032986144,14949.84,0.0,18161.79,33111.63,1,0.999999999999933,0,0,14949.84,14949.839999999997,0,0,1,1
b4967d49d6996877fee29236e4273463,2,TRANSFER,18627.02,9.832422177754257,2,C1375503918,C234430897,18627.02,0.0,0.0,0.0,1,0.9999999999999463,1,0,18627.02,0.0,0,1,1,0
c03e218efede09dcace3c96203d06698,2,CASH_OUT,18627.02,9.832422177754257,2,C175961135,C1711105800,18627.02,0.0,147251.58,165878.6,1,0.9999999999999463,0,0,18627.02,18627.02000000002,0,0,1,1
e9b7d82a785714e9b2de3dc59e08ad74,3,TRANSFER,10539.37,9.262967925843537,3,C1134864869,C118648358,10539.37,0.0,0.0,0.0,1,0.9999999999999051,1,0,10539.37,0.0,0,1,1,0
64ead0f74cf8265214b4515b73085e88,3,CASH_OUT,10539.37,9.262967925843537,3,C1984954272,C124540047,10539.37,0.0,0.0,10539.37,1,0.9999999999999051,1,0,10539.37,10539.37,0,0,1,1
13739208ca797d3d7f0aeda15794f1fd,3,TRANSFER,22877.0,10.03793102908562,3,C1247938090,C1002031672,22877.0,0.0,0.0,0.0,1,0.9999999999999563,1,0,22877.0,0.0,0,1,1,0
30f33bb5342544046fd1e33da8dcd755,3,CASH_OUT,22877.0,10.03793102908562,3,C2126545173,C573200870,22877.0,0.0,0.0,22877.0,1,0.9999999999999563,1,0,22877.0,22877.0,0,0,1,1
81c35f426aef96f54e105c4725165465,4,TRANSFER,10000000.0,16.118095750958314,4,C7162498,C945327594,12900000.0,2930418.44,0.0,0.0,1,0.7751937984496123,1,0,9969581.56,0.0,1,1,1,0
30823e045d1f3d3cfb465329b4c16491,4,CASH_OUT,10000000.0,16.118095750958314,4,C351297720,C766681183,10000000.0,0.0,0.0,9941904.21,1,0.9999999999999998,1,0,10000000.0,9941904.21,0,1,1,1
a7e627a9d3376ad05d74732144810a4d,4,TRANSFER,2930418.44,14.890656124331372,4,C2047521920,C449261773,2930418.44,0.0,0.0,0.0,1,0.9999999999999997,1,0,2930418.44,0.0,0,1,1,0
94e43260bb115d956544f4e89272d1bf,4,CASH_OUT,2930418.44,14.890656124331372,4,C2044690596,C932583850,2930418.44,0.0,3616012.1,6963508.84,1,0.9999999999999997,0,0,2930418.44,3347496.7399999998,0,1,1,1
893ce6f9840090253d76589343484477,4,TRANSFER,169941.73,12.04321677692185,4,C540962910,C2127862399,169941.73,0.0,0.0,0.0,1,0.9999999999999942,1,0,169941.73,0.0,0,1,1,0
f91d49ce3469bc791a074f62c8dcd417,4,CASH_OUT,169941.73,12.04321677692185,4,C2026325575,C1394526584,169941.73,0.0,0.0,169941.73,1,0.9999999999999942,1,0,169941.73,169941.73,0,0,1,1
daf1ecc2b0f2b68f9d8443248b8a0dd5,4,TRANSFER,13707.11,9.525742907473537,4,C17222024,C410033330,13707.11,0.0,0.0,0.0,1,0.9999999999999271,1,0,13707.11,0.0,0,1,1,0
ca73eeee7c731de949238efd2cd05129,4,CASH_OUT,13707.11,9.525742907473537,4,C556223230,C2094777811,13707.11,0.0,0.0,13707.11,1,0.9999999999999271,1,0,13707.11,13707.11,0,0,1,1
5693ce92ee338a335e8406370ed1613d,4,TRANSFER,86070.17,11.362929791137743,4,C1844941220,C1191544932,86070.17,0.0,0.0,0.0,1,0.9999999999999883,1,0,86070.17,0.0,0,1,1,0
14ea167fa3005fa73dcc5007cbbdf5f6,4,CASH_OUT,86070.17,11.362929791137743,4,C1699873763,C560041895,86070.17,0.0,0.0,86070.17,1,0.9999999999999883,1,0,86070.17,86070.17,0,0,1,1
cbbac6750e48ce6e695fef9d3e88b62a,5,TRANSFER,120074.73,11.69587790604817,5,C1409933277,C162114152,120074.73,0.0,0.0,0.0,1,0.9999999999999917,1,0,120074.73,0.0,0,1,1,0
c89f54fb4346b8181fd0af1dff39af14,5,CASH_OUT,120074.73,11.69587790604817,5,C1174000532,C410033330,120074.73,0.0,0.0,120074.73,1,0.9999999999999917,1,0,120074.73,120074.73,0,0,1,1
4f2585d12179e93b39e9ce84af15a251,5,TRANSFER,60726.57,11.014153074918012,5,C383882703,C1807010830,60726.57,0.0,0.0,0.0,1,0.9999999999999836,1,0,60726.57,0.0,0,1,1,0
f12ecf4725f6633f3e47693dd47d4b84,5,CASH_OUT,60726.57,11.014153074918012,5,C840095827,C803116137,60726.57,0.0,13000000.0,13100000.0,1,0.9999999999999836,0,0,60726.57,100000.0,0,1,1,1
fa38c9c0f40d4a0b7c8bd0167b39e59d,5,TRANSFER,10119.47,9.222315384450775,5,C1775746074,C746009679,10119.47,0.0,0.0,0.0,1,0.9999999999999012,1,0,10119.47,0.0,0,1,1,0
1eb63f22875c119e40599cd9b7623a4a,5,CASH_OUT,10119.47,9.222315384450775,5,C213063852,C922511709,10119.47,0.0,0.0,10119.47,1,0.9999999999999012,1,0,10119.47,10119.47,0,0,1,1
2143b2f8970729bdc9594239d1e4e1cc,6,TRANSFER,33332.86,10.4143289761773,6,C2025652936,C1662235713,33332.86,0.0,0.0,0.0,1,0.9999999999999701,1,0,33332.86,0.0,0,1,1,0
7ba8beccd9b9f3c6afff0972c57b5a0f,6,CASH_OUT,33332.86,10.4143289761773,6,C685428529,C1626759869,33332.86,0.0,31002.0,0.0,1,0.9999999999999701,0,0,33332.86,-31002.0,0,1,1,0
c8754cc128671e5bd5ff3437342e3494,6,TRANSFER,25975.86,10.164961420718473,6,C864622150,C41792607,25975.86,0.0,0.0,0.0,1,0.9999999999999615,1,0,25975.86,0.0,0,1,1,0
b71e7a47fc32d74ddb6391e988ca5169,6,CASH_OUT,25975.86,10.164961420718473,6,C1004271827,C451934410,25975.86,0.0,98152.0,28041.27,1,0.9999999999999615,0,0,25975.86,-70110.73,0,1,1,0
f56d1fa315eb2e922c6e8e7fe1468e29,6,TRANSFER,26768.5,10.195018458715763,6,C457596841,C1956477953,26768.5,0.0,0.0,0.0,1,0.9999999999999626,1,0,26768.5,0.0,0,1,1,0
b9454ef34a126ae9c8e235b827ae8d96,6,CASH_OUT,26768.5,10.195018458715763,6,C682812632,C256417920,26768.5,0.0,101976.0,128744.5,1,0.9999999999999626,0,0,26768.5,26768.5,0,0,1,1
a91d17f61df9877a1ac7a132daa2a317,6,TRANSFER,30521.02,10.32620366931566,6,C903383636,C904300960,30521.02,0.0,0.0,0.0,1,0.9999999999999672,1,0,30521.02,0.0,0,1,1,0
01714f2c99a71115d4419d881ce242e5,6,CASH_OUT,30521.02,10.32620366931566,6,C1813769162,C1249547869,30521.02,0.0,0.0,30521.02,1,0.9999999999999672,1,0,30521.02,30521.02,0,0,1,1
33798c3c7f8ae94413fbf98c9851002f,6,TRANSFER,216422.0,12.28499010496469,6,C666642000,C1315078366,216422.0,0.0,0.0,0.0,1,0.9999999999999954,1,0,216422.0,0.0,0,1,1,0
21c7adc9bba779156edd5e5579beeac6,6,CASH_OUT,216422.0,12.28499010496469,6,C1547714604,C7881234,216422.0,0.0,10097.0,48630.5,1,0.9999999999999954,0,0,216422.0,38533.5,0,1,1,1
9e8968906497b15bf0126e08a45da487,6,TRANSFER,17320.91,9.759727453172609,6,C788790720,C1589547066,17320.91,0.0,0.0,0.0,1,0.9999999999999423,1,0,17320.91,0.0,0,1,1,0
392a1203c75947ed2eb79dcc09b8c9a5,6,CASH_OUT,17320.91,9.759727453172609,6,C436661284,C522173599,17320.91,0.0,6244.44,0.0,1,0.9999999999999423,0,0,17320.91,-6244.44,0,1,1,0
d3b74919620bdfcb8193abaaef7a3a12,6,TRANSFER,17246.0,9.7553934942914,6,C1034673425,C1379589736,17246.0,0.0,0.0,101717.84,1,0.9999999999999419,1,0,17246.0,101717.84,0,1,1,1
5f980ab5ee1bc4853a1ea09e9be7308e,6,CASH_OUT,17246.0,9.7553934942914,6,C1484518113,C978609035,17246.0,0.0,0.0,17246.0,1,0.9999999999999419,1,0,17246.0,17246.0,0,0,1,1
a107c12e456657ebddd9543746c1a401,6,TRANSFER,10565.0,9.26539657772426,6,C777407608,C1790657739,10565.0,0.0,0.0,0.0,1,0.9999999999999053,1,0,10565.0,0.0,0,1,1,0
bc970e3ff677ea78aa6ca8ec566308f2,6,CASH_OUT,10565.0,9.26539657772426,6,C1191732945,C418964192,10565.0,0.0,36275.0,24380.72,1,0.9999999999999053,0,0,10565.0,-11894.279999999999,0,1,1,0
ce53a7d2647d55133080c6bcc8424349,6,TRANSFER,10224.0,9.232590980911002,6,C365589282,C908043384,10224.0,0.0,0.0,0.0,1,0.9999999999999022,1,0,10224.0,0.0,0,1,1,0
e1cea65e8f7bad3de3e9a8dbec1a2f8c,6,CASH_OUT,10224.0,9.232590980911002,6,C1284098442,C801412408,10224.0,0.0,0.0,10224.0,1,0.9999999999999022,1,0,10224.0,10224.0,0,0,1,1
29639602866b861c80e2aaa8a4cb912c,6,TRANSFER,85354.69,11.35458239266713,6,C558400671,C527482085,85354.69,0.0,0.0,0.0,1,0.9999999999999882,1,0,85354.69,0.0,0,1,1,0
48c9d740d0bee2f5abc791db53248629,6,CASH_OUT,85354.69,11.35458239266713,6,C158801009,C382431057,85354.69,0.0,11170.0,10612.55,1,0.9999999999999882,0,0,85354.69,-557.4500000000007,0,1,1,0
e7ccb35b3b4e716b049a7d14ac8b228f,6,TRANSFER,13704.0,9.525516008736886,6,C1735554279,C12793273,13704.0,0.0,0.0,1658746.09,1,0.999999999999927,1,0,13704.0,1658746.09,0,1,1,1
0fae4d95d81340473acb5a913c2f9db0,6,CASH_OUT,13704.0,9.525516008736886,6,C1421965867,C1438594533,13704.0,0.0,3382.84,143675.35,1,0.999999999999927,0,0,13704.0,140292.51,0,1,1,1
5f0534ba1ec6f582c3c2d5c493109cc7,7,TRANSFER,262434.54,12.477760768953793,7,C2101686389,C612008977,262434.54,0.0,0.0,0.0,1,0.9999999999999962,1,0,262434.54,0.0,0,1,1,0
955a7c9f5074d89cee9702835bf2fd70,7,CASH_OUT,262434.54,12.477760768953793,7,C383717053,C380242442,262434.54,0.0,19525.79,438233.86,1,0.9999999999999962,0,0,262434.54,418708.07,0,1,1,1
a78330c1d8cbeea92eea5f9bfdba477f,7,TRANSFER,21729.0,9.986449073250474,7,C1686905633,C824421402,21729.0,0.0,0.0,0.0,1,0.9999999999999539,1,0,21729.0,0.0,0,1,1,0
7bfdd8bef28dac09afb957e701e18a9a,7,CASH_OUT,21729.0,9.986449073250474,7,C693427358,C1101441872,21729.0,0.0,27335.0,0.0,1,0.9999999999999539,0,0,21729.0,-27335.0,0,1,1,0
87ae0250e207e5539352267dcffc30f4,7,TRANSFER,5460002.91,15.512960063838047,7,C666654362,C1726301214,5460002.91,0.0,0.0,0.0,1,0.9999999999999998,1,0,5460002.91,0.0,0,1,1,0
6d8d9fd274a5f787483bc55605383020,7,CASH_OUT,5460002.91,15.512960063838047,7,C1588880909,C1570256460,5460002.91,0.0,0.0,9281535.44,1,0.9999999999999998,1,0,5460002.91,9281535.44,0,1,1,1
ec1fa36a1dc1062e1980e89c1497bf40,7,TRANSFER,164.0,5.10594547390058,7,C1455969984,C2119910556,164.0,0.0,0.0,0.0,1,0.9999999999939025,1,0,164.0,0.0,0,1,1,0
874f6446a0045294840c11c56e79a13f,7,CASH_OUT,164.0,5.10594547390058,7,C1173659886,C1769947269,164.0,0.0,4068.0,0.0,1,0.9999999999939025,0,0,164.0,-4068.0,0,1,1,0
ff5559a2bb0c19e0f4053ddfd3da600f,7,TRANSFER,21571.0,9.979151456457117,7,C786114805,C1666314150,21571.0,0.0,0.0,0.0,1,0.9999999999999536,1,0,21571.0,0.0,0,1,1,0
0a1c758e0c49026f910eba7bb9827aba,7,CASH_OUT,21571.0,9.979151456457117,7,C452475723,C2089016471,21571.0,0.0,30797.41,71140.3,1,0.9999999999999536,0,0,21571.0,40342.89,0,1,1,1
fe241fb7660a3759acc97b4e8619d7bb,7,TRANSFER,441445.58,12.997812295102982,7,C1023505879,C847761155,441445.58,0.0,0.0,0.0,1,0.9999999999999978,1,0,441445.58,0.0,0,1,1,0
129a08bea810f7571f550437cb0fd3c6,7,CASH_OUT,441445.58,12.997812295102982,7,C398085606,C2072030256,441445.58,0.0,98993.5,0.0,1,0.9999999999999978,0,0,441445.58,-98993.5,0,1,1,0
f9a9900c82208abd36a4272d95b927cf,8,CASH_OUT,181728.11,12.110272450688088,8,C2102265902,C789014007,0.0,0.0,11397.0,184477.77,1,181728109999999.97,0,0,0.0,173080.77,1,1,0,1
80adf775197cdeab8126aeaf353e3ada,8,TRANSFER,222.0,5.407171771460119,8,C1961506277,C378841819,222.0,0.0,0.0,267095.19,1,0.9999999999954955,1,0,222.0,267095.19,0,1,1,1
b1363c21a06b143ae0f59f3c0c8c42df,8,CASH_OUT,222.0,5.407171771460119,8,C1737727444,C588779235,222.0,0.0,24708.0,171647.35,1,0.9999999999954955,0,0,222.0,146939.35,0,1,1,1
dd77f6be87d4d74d78231644444d430f,8,TRANSFER,1996.17,7.599486457484196,8,C1198040187,C1828047633,1996.17,0.0,0.0,0.0,1,0.9999999999994991,1,0,1996.17,0.0,0,1,1,0
5e30da30d8a8ba8fa1a318d1c0317408,8,CASH_OUT,1996.17,7.599486457484196,8,C858959216,C864078397,1996.17,0.0,2559.74,4555.92,1,0.9999999999994991,0,0,1996.17,1996.1800000000003,0,1,1,1
6b759db83793c0cdd0370da5b91c1ecc,8,TRANSFER,1078013.76,13.890631722379608,8,C1026280121,C277510102,0.0,0.0,0.0,970749.68,1,1078013760000000.0,1,0,0.0,970749.68,1,1,0,1
33c63bc0b5bc2a32219eaa37b7569fa2,8,TRANSFER,89631.24,11.403470355671388,8,C74534388,C1748042844,89631.24,0.0,0.0,0.0,1,0.9999999999999888,1,0,89631.24,0.0,0,1,1,0
eed7a6685438552a618790492bdf9807,8,CASH_OUT,89631.24,11.403470355671388,8,C1938531779,C2048578791,89631.24,0.0,21175.0,0.0,1,0.9999999999999888,0,0,89631.24,-21175.0,0,1,1,0
80396e2e4823c3bd7f5ec98c98429b06,8,TRANSFER,29707.86,10.299200596801589,8,C1825456600,C570409417,29707.86,0.0,0.0,0.0,1,0.9999999999999664,1,0,29707.86,0.0,0,1,1,0
ede5751b16fbdd3be14c7aafcc75a6a6,8,CASH_OUT,29707.86,10.299200596801589,8,C515973302,C170071280,29707.86,0.0,10935.0,0.0,1,0.9999999999999664,0,0,29707.86,-10935.0,0,1,1,0
21bcf7a839a976eca723197c041f125f,8,TRANSFER,43092.0,10.671115849908382,8,C1683174795,C427998326,43092.0,0.0,0.0,0.0,1,0.9999999999999769,1,0,43092.0,0.0,0,1,1,0
4c0bf3e715284c657ca32bb3424751b0,8,CASH_OUT,43092.0,10.671115849908382,8,C1395071924,C79685693,43092.0,0.0,660641.74,1158662.9,1,0.9999999999999769,0,0,43092.0,498021.1599999999,0,1,1,1
e18dbe42d6f06c22f90d8616a5d05b8c,9,TRANSFER,556218.01,13.228917398551046,9,C1769581889,C217441120,556218.01,0.0,0.0,0.0,1,0.9999999999999981,1,0,556218.01,0.0,0,1,1,0
0f0b86866162459b7c306f7069b7cb6b,9,CASH_OUT,556218.01,13.228917398551046,9,C589143360,C1992550266,556218.01,0.0,0.0,582265.81,1,0.9999999999999981,1,0,556218.01,582265.81,0,1,1,1
6f22f3481b15872f3556c2b58bc3c76a,9,TRANSFER,11308.0,9.333354147871328,9,C299933576,C1060999444,11308.0,0.0,0.0,0.0,1,0.9999999999999115,1,0,11308.0,0.0,0,1,1,0
00ab03e3efaed64ccc3181ffdfdea2f2,9,CASH_OUT,11308.0,9.333354147871328,9,C921533797,C424669538,11308.0,0.0,0.0,302550.56,1,0.9999999999999115,1,0,11308.0,302550.56,0,1,1,1
ec7d83c970544d1aa0873868de24fa09,9,TRANSFER,350705.74,12.767705654649038,9,C1452168793,C399194578,350705.74,0.0,0.0,1184633.07,1,0.9999999999999972,1,0,350705.74,1184633.07,0,1,1,1
62be5e2e87c9bfe7a9aa84ef2ed012db,9,CASH_OUT,350705.74,12.767705654649038,9,C58527359,C582901057,350705.74,0.0,894760.68,1794033.65,1,0.9999999999999972,0,0,350705.74,899272.9699999999,0,1,1,1
405007738790d8ae3397c5defcd356f9,9,TRANSFER,2539898.07,14.747634901984743,9,C394488466,C575638324,2539898.07,0.0,0.0,261290.69,1,0.9999999999999997,1,0,2539898.07,261290.69,0,1,1,1
8d8fa0b4491ac1a026f40bcc201de8ce,9,CASH_OUT,2539898.07,14.747634901984743,9,C728718059,C1013511446,2539898.07,0.0,968.0,1842864.22,1,0.9999999999999997,0,0,2539898.07,1841896.22,0,1,1,1
ae82bc8be66092f7560f440a3925e02a,9,TRANSFER,361559.69,12.798185190307473,9,C1287719145,C352239275,361559.69,0.0,0.0,141302.12,1,0.9999999999999972,1,0,361559.69,141302.12,0,1,1,1
d72e57b2f6d6e0eafe3a608dfdc714f0,9,CASH_OUT,361559.69,12.798185190307473,9,C684758020,C1769042905,361559.69,0.0,504667.31,189441.24,1,0.9999999999999972,0,0,361559.69,-315226.07,0,1,1,0
ee14b7bd50760ac37f67a4646b78f6d3,9,TRANSFER,1154353.99,13.95905229573018,9,C670587931,C150406565,1154353.99,0.0,0.0,10872.9,1,0.9999999999999992,1,0,1154353.99,10872.9,0,1,1,1
c45715ee0a50a9f30fd13540e0bea1b5,9,CASH_OUT,1154353.99,13.95905229573018,9,C1034219836,C1195589213,1154353.99,0.0,162222.0,1965587.6,1,0.9999999999999992,0,0,1154353.99,1803365.6,0,1,1,1
d8448e05cf5da387525c95bd000e6bce,9,TRANSFER,21922.0,9.995291593011165,9,C102617052,C760675871,21922.0,0.0,0.0,0.0,1,0.9999999999999544,1,0,21922.0,0.0,0,1,1,0
4718d263f8fcb5cac9d531c2a295f844,9,CASH_OUT,21922.0,9.995291593011165,9,C1499032143,C1508330669,21922.0,0.0,1929861.61,2046918.8,1,0.9999999999999544,0,0,21922.0,117057.18999999994,0,1,1,1
1e07371c8c3c3ae4f277c55431403fbd,9,TRANSFER,994453.2,13.809949322922566,9,C1121789613,C254839817,1437370.87,442917.67,194812.76,665743.67,1,0.6918556795296674,0,0,994453.2000000002,470930.91000000003,0,1,1,1
991e8d53111be960a7d7c147b6b4fc9e,9,TRANSFER,1055.0,6.962243464266207,9,C666486325,C279565067,1055.0,0.0,0.0,0.0,1,0.9999999999990521,1,0,1055.0,0.0,0,1,1,0
f8a837e3f378fb578bf58c3d081fbde5,9,CASH_OUT,1055.0,6.962243464266207,9,C1764109750,C1522743169,1055.0,0.0,75179.0,0.0,1,0.9999999999990521,0,0,1055.0,-75179.0,0,1,1,0
ed510e5292e5b4eafa8deca9bc6e6cf9,9,TRANSFER,244068.01,12.40520629215593,9,C1087133093,C1855553543,244068.01,0.0,0.0,0.0,1,0.9999999999999959,1,0,244068.01,0.0,0,1,1,0
69f6dad91ae48d120728341aa45c3cac,9,CASH_OUT,244068.01,12.40520629215593,9,C507466068,C706331499,244068.01,0.0,0.0,338538.16,1,0.9999999999999959,1,0,244068.01,338538.16,0,1,1,1
c55a67b6ddf0da1cb8e8e34da1d73830,10,TRANSFER,59835.0,10.999362765494352,10,C1568400442,C1262169546,59835.0,0.0,0.0,0.0,1,0.9999999999999833,1,0,59835.0,0.0,0,1,1,0
96be10cace05a35d86d6abbcdc7d9d3d,10,CASH_OUT,59835.0,10.999362765494352,10,C1020461364,C2144015041,59835.0,0.0,255480.76,315315.76,1,0.9999999999999833,0,0,59835.0,59835.0,0,0,1,1
086e5bbd5f383e1a0aaebfa6eaecf906,10,CASH_OUT,277970.88,12.535275236477522,10,C489647033,C571514738,0.0,0.0,0.0,277970.88,1,277970880000000.0,1,0,0.0,277970.88,1,0,0,1
9ba1c15a236880a7ecc5f01bee53cefc,10,TRANSFER,93810.76,11.44904550027009,10,C481501970,C1262577882,93810.76,0.0,0.0,0.0,1,0.9999999999999893,1,0,93810.76,0.0,0,1,1,0
a88bb8783e03fc290e3b50a3273c09d7,10,CASH_OUT,93810.76,11.44904550027009,10,C1190429229,C2104652067,93810.76,0.0,4096048.05,4189858.81,1,0.9999999999999893,0,0,93810.76,93810.76000000024,0,0,1,1
aeb2e221ccc8d146a6b776c73758c305,10,TRANSFER,503405.88,13.129154028653923,10,C1446009472,C2010733400,503405.88,0.0,0.0,0.0,1,0.999999999999998,1,0,503405.88,0.0,0,1,1,0
2e7fe344f8492330d1108462c3245a6a,10,CASH_OUT,503405.88,13.129154028653923,10,C140359285,C2020337583,503405.88,0.0,29669.0,533074.88,1,0.999999999999998,0,0,503405.88,503405.88,0,0,1,1
c939cef9c97b225dae7233ae8314b44d,10,TRANSFER,2662734.59,14.794864569592336,10,C1182702586,C2143409210,2662734.59,0.0,0.0,0.0,1,0.9999999999999997,1,0,2662734.59,0.0,0,1,1,0
342d1e29127d924b30559f1e372f5da2,10,CASH_OUT,2662734.59,14.794864569592336,10,C813115168,C401825929,2662734.59,0.0,14165.62,2930405.33,1,0.9999999999999997,0,0,2662734.59,2916239.71,0,1,1,1
f196108b1a6ab14b47063c326f855e19,10,TRANSFER,9217.19,9.12893398491442,10,C184586799,C812377986,9217.19,0.0,0.0,96795.6,1,0.9999999999998914,1,0,9217.19,96795.6,0,1,1,1
7bf3988707a0cbd873f09e16878e3cb0,10,CASH_OUT,9217.19,9.12893398491442,10,C1105700111,C1767952032,9217.19,0.0,0.0,9217.19,1,0.9999999999998914,1,0,9217.19,9217.19,0,0,1,1
3507ca734bfc8c3705bbe4f6d04e7c2e,11,TRANSFER,2100.0,7.650168700845001,11,C785601242,C1576053316,2100.0,0.0,0.0,0.0,1,0.9999999999995238,1,0,2100.0,0.0,0,1,1,0
4e7527338dd8ae0a39699755e2e2f5cc,11,CASH_OUT,2100.0,7.650168700845001,11,C169099320,C697156329,2100.0,0.0,112512.48,114612.48,1,0.9999999999995238,0,0,2100.0,2100.0,0,0,1,1
9de93c9580a45d790da399cb6631ffa8,11,TRANSFER,1933920.8,14.475060519844899,11,C1706582969,C461905695,0.0,0.0,1283762.85,3217683.65,1,1933920800000000.0,0,0,0.0,1933920.7999999998,1,0,0,1
4e84c73f4898fdc58ff78b888827d065,11,TRANSFER,313418.28,12.655297125837635,11,C711446907,C888769567,313418.28,0.0,0.0,97980.88,1,0.9999999999999969,1,0,313418.28,97980.88,0,1,1,1
ed7a5ba81b926d25690f4652eba98de1,11,CASH_OUT,313418.28,12.655297125837635,11,C2021456831,C157591472,313418.28,0.0,688164.64,1029922.17,1,0.9999999999999969,0,0,313418.28,341757.53,0,1,1,1
